,Date1,Away_Team1,Home_Team1,Stadium1,Location1,League1,Lat_Lon1,Date2,Away_Team2,Home_Team2,Stadium2,Location2,League2,Lat_Lon2,Date3,Away_Team3,Home_Team3,Stadium3,Location3,League3,Lat_Lon3
290,2022-10-01,Howard,Yale,Yale Bowl,"New Haven, CT",FCS,"(41.3082138, -72.9250518)",2022-10-02,Chicago Bears,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
291,2022-10-01,Alabama State,Texas Southern,PNC Stadium,"Houston, TX",FCS,"(29.7589382, -95.3676974)",2022-10-02,Los Angeles Chargers,Houston Texans,NRG Stadium,"Houston, TX",NFL,"(29.7589382, -95.3676974)",,,,,,,
292,2022-10-01,Central Connecticut,St. Francis (PA),DeGol Field,"Loretto, PA",FCS,"(40.5029161, -78.6314019)",2022-10-02,New York Jets,Pittsburgh Steelers,Heinz Field,"Pittsburgh, PA",NFL,"(40.4416941, -79.9900861)",,,,,,,
293,2022-10-01,UTEP,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",2022-10-02,Arizona Cardinals,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
294,2022-10-01,Oklahoma State,Baylor,McLane Stadium,"Waco, TX",FBS,"(31.549333, -97.1466695)",2022-10-02,Washington Commanders,Dallas Cowboys,AT&T Stadium,"Arlington, TX",NFL,"(32.701938999999996, -97.10562379033699)",,,,,,,
295,2022-10-01,New Mexico,UNLV,Allegiant Stadium,"Las Vegas, NV",FBS,"(36.1672559, -115.148516)",2022-10-02,Denver Broncos,Las Vegas Raiders,Allegiant Stadium,"Las Vegas, NV",NFL,"(36.1672559, -115.148516)",,,,,,,
296,2022-10-01,UAB,Rice,Rice Stadium,"Houston, TX",FBS,"(29.7589382, -95.3676974)",2022-10-02,Los Angeles Chargers,Houston Texans,NRG Stadium,"Houston, TX",NFL,"(29.7589382, -95.3676974)",,,,,,,
297,2022-10-07,Nebraska,Rutgers,SHI Stadium,"Piscataway, NJ",FBS,"(40.5462553, -74.4660408)",2022-10-08,Princeton,Lafayette,Fisher Stadium,"Easton, PA",FCS,"(40.6916081, -75.2099866)",,,,,,,
298,2022-10-07,Nebraska,Rutgers,SHI Stadium,"Piscataway, NJ",FBS,"(40.5462553, -74.4660408)",2022-10-08,Princeton,Lafayette,Fisher Stadium,"Easton, PA",FCS,"(40.6916081, -75.2099866)",2022-10-09 00:00:00,Miami Dolphins,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)"
299,2022-10-07,Nebraska,Rutgers,SHI Stadium,"Piscataway, NJ",FBS,"(40.5462553, -74.4660408)",2022-10-08,Albany,Monmouth,Kessler Stadium,"West Long Branch, NJ",FCS,"(40.2903891, -74.0176381)",,,,,,,
300,2022-10-07,Nebraska,Rutgers,SHI Stadium,"Piscataway, NJ",FBS,"(40.5462553, -74.4660408)",2022-10-08,Albany,Monmouth,Kessler Stadium,"West Long Branch, NJ",FCS,"(40.2903891, -74.0176381)",2022-10-09 00:00:00,Miami Dolphins,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)"
301,2022-10-07,Nebraska,Rutgers,SHI Stadium,"Piscataway, NJ",FBS,"(40.5462553, -74.4660408)",2022-10-08,Wagner,Columbia,Lawrence A. Wien Stadium,"New York, NY",FCS,"(40.7127281, -74.0060152)",,,,,,,
302,2022-10-07,Nebraska,Rutgers,SHI Stadium,"Piscataway, NJ",FBS,"(40.5462553, -74.4660408)",2022-10-08,Wagner,Columbia,Lawrence A. Wien Stadium,"New York, NY",FCS,"(40.7127281, -74.0060152)",2022-10-09 00:00:00,Miami Dolphins,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)"
303,2022-10-07,Nebraska,Rutgers,SHI Stadium,"Piscataway, NJ",FBS,"(40.5462553, -74.4660408)",2022-10-09,Miami Dolphins,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
304,2022-10-07,Houston,Memphis,Liberty Bowl Memorial Stadium,"Memphis, TN",FBS,"(35.1335022, -89.9668758)",2022-10-08,James Madison,Arkansas State,Centennial Bank Stadium,"Jonesboro, AR",FBS,"(35.8428646, -90.7034522)",,,,,,,
305,2022-10-08,Valparaiso,Presbyterian,Bailey Memorial Stadium,"Clinton, SC",FCS,"(34.4726277, -81.8806562)",2022-10-09,San Francisco 49ers,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
306,2022-10-08,Dartmouth,Yale,Yale Bowl,"New Haven, CT",FCS,"(41.3082138, -72.9250518)",2022-10-09,Miami Dolphins,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
307,2022-10-08,Princeton,Lafayette,Fisher Stadium,"Easton, PA",FCS,"(40.6916081, -75.2099866)",2022-10-09,Miami Dolphins,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
308,2022-10-08,Marist,Stetson,Spec Martin Stadium,"Deland, FL",FCS,"(29.0283213, -81.3031098)",2022-10-09,Houston Texans,Jacksonville Jaguars,TIAA Bank Field,"Jacksonville, FL",NFL,"(30.3321838, -81.655651)",,,,,,,
309,2022-10-08,Albany,Monmouth,Kessler Stadium,"West Long Branch, NJ",FCS,"(40.2903891, -74.0176381)",2022-10-09,Miami Dolphins,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
310,2022-10-08,Davidson,St. Thomas - Minnesota,O'Shaughnessy Stadium,"Saint Paul, MN",FCS,"(44.9497487, -93.0931028)",2022-10-09,Chicago Bears,Minnesota Vikings,U.S. Bank Stadium,"Minneapolis, MN",NFL,"(44.9772995, -93.2654692)",,,,,,,
311,2022-10-08,Pennsylvania,Georgetown,Cooper Field,"Washington, DC",FCS,"(38.8950368, -77.0365427)",2022-10-09,Cincinnati Bengals,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
312,2022-10-08,Pennsylvania,Georgetown,Cooper Field,"Washington, DC",FCS,"(38.8950368, -77.0365427)",2022-10-09,Tennessee Titans,Washington Commanders,FedExField,"Landover, MD",NFL,"(38.92531295, -76.88154330442846)",,,,,,,
313,2022-10-08,Norfolk State,Morgan State,Hughes Stadium (MD),"Baltimore, MD",FCS,"(39.2908816, -76.610759)",2022-10-09,Cincinnati Bengals,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
314,2022-10-08,Norfolk State,Morgan State,Hughes Stadium (MD),"Baltimore, MD",FCS,"(39.2908816, -76.610759)",2022-10-09,Tennessee Titans,Washington Commanders,FedExField,"Landover, MD",NFL,"(38.92531295, -76.88154330442846)",,,,,,,
315,2022-10-08,Wagner,Columbia,Lawrence A. Wien Stadium,"New York, NY",FCS,"(40.7127281, -74.0060152)",2022-10-09,Miami Dolphins,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
316,2022-10-08,Tulsa,Navy,Navy-Marine Corps Memorial Stadium,"Annapolis, MD",FBS,"(38.9786401, -76.492786)",2022-10-09,Cincinnati Bengals,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
317,2022-10-08,Tulsa,Navy,Navy-Marine Corps Memorial Stadium,"Annapolis, MD",FBS,"(38.9786401, -76.492786)",2022-10-09,Tennessee Titans,Washington Commanders,FedExField,"Landover, MD",NFL,"(38.92531295, -76.88154330442846)",,,,,,,
318,2022-10-08,Brown,Central Connecticut,Arute Field,"New Britain, CT",FCS,"(41.6612104, -72.7795419)",2022-10-09,Miami Dolphins,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
319,2022-10-08,Purdue,Maryland,Maryland Stadium,"College Park, MD",FBS,"(38.99203005, -76.94610290199051)",2022-10-09,Cincinnati Bengals,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
320,2022-10-08,Purdue,Maryland,Maryland Stadium,"College Park, MD",FBS,"(38.99203005, -76.94610290199051)",2022-10-09,Tennessee Titans,Washington Commanders,FedExField,"Landover, MD",NFL,"(38.92531295, -76.88154330442846)",,,,,,,
321,2022-10-08,Army,Wake Forest,Truist Field,"Winston-Salem, NC",FBS,"(36.0998131, -80.2440518)",2022-10-09,San Francisco 49ers,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
322,2022-10-08,East Carolina,Tulane,Yulman Stadium,"New Orleans, LA",FBS,"(29.9759983, -90.0782127)",2022-10-09,Seattle Seahawks,New Orleans Saints,Caesars Superdome,"New Orleans, LA",NFL,"(29.9759983, -90.0782127)",,,,,,,
323,2022-10-08,Missouri,Florida,Ben Hill Griffin Stadium,"Gainesville, FL",FBS,"(29.6519684, -82.3249846)",2022-10-09,Houston Texans,Jacksonville Jaguars,TIAA Bank Field,"Jacksonville, FL",NFL,"(30.3321838, -81.655651)",,,,,,,
324,2022-10-08,Tennessee,LSU,Tiger Stadium (LA),"Baton Rouge, LA",FBS,"(30.4459596, -91.18738)",2022-10-09,Seattle Seahawks,New Orleans Saints,Caesars Superdome,"New Orleans, LA",NFL,"(29.9759983, -90.0782127)",,,,,,,
325,2022-10-08,Washington,Arizona State,Sun Devil Stadium,"Tempe, AZ",FBS,"(33.4255056, -111.9400091)",2022-10-09,Philadelphia Eagles,Arizona Cardinals,State Farm Stadium,"Glendale, AZ",NFL,"(33.5386858, -112.1859941)",,,,,,,
326,2022-10-08,Utah,UCLA,Rose Bowl,"Pasadena, CA",FBS,"(34.1476452, -118.1444779)",2022-10-09,Dallas Cowboys,Los Angeles Rams,SoFi Stadium,"Inglewood, CA",NFL,"(33.9562003, -118.353132)",,,,,,,
327,2022-10-08,Washington State,USC,Los Angeles Memorial Coliseum,"Los Angeles, CA",FBS,"(34.0536909, -118.242766)",2022-10-09,Dallas Cowboys,Los Angeles Rams,SoFi Stadium,"Inglewood, CA",NFL,"(33.9562003, -118.353132)",,,,,,,
328,2022-10-08,TCU,Kansas,David Booth Kansas Memorial Stadium,"Lawrence, KS",FBS,"(38.9719384, -95.2359496)",2022-10-10,Las Vegas Raiders,Kansas City Chiefs,GEHA Field at Arrowhead Stadium,"Kansas City, MO",NFL,"(39.100105, -94.5781416)",,,,,,,
329,2022-10-08,North Dakota,Youngstown State,Stambaugh Stadium,"Youngstown, OH",FCS,"(41.1035786, -80.6520161)",2022-10-09,Los Angeles Chargers,Cleveland Browns,FirstEnergy Stadium,"Cleveland, OH",NFL,"(41.4996562, -81.6936813)",,,,,,,
330,2022-10-08,Texas A&M-Commerce,SE Louisiana,Strawberry Stadium,"Hammond, LA",FCS,"(30.5043583, -90.4611995)",2022-10-09,Seattle Seahawks,New Orleans Saints,Caesars Superdome,"New Orleans, LA",NFL,"(29.9759983, -90.0782127)",,,,,,,
331,2022-10-13,Washington Commanders,Chicago Bears,Soldier Field,"Chicago, IL",NFL,"(41.8755616, -87.6244212)",2022-10-15,Stanford,Notre Dame,Notre Dame Stadium,"Notre Dame, IN",FBS,"(41.704567749999995, -86.23822026017265)",,,,,,,
332,2022-10-13,Washington Commanders,Chicago Bears,Soldier Field,"Chicago, IL",NFL,"(41.8755616, -87.6244212)",2022-10-15,Butler,Valparaiso,Brown Field,"Valparaiso, IN",FCS,"(41.4730948, -87.0611412)",,,,,,,
333,2022-10-13,Baylor,West Virginia,Milan Puskar Stadium,"Morgantown, WV",FBS,"(39.6296809, -79.9559437)",2022-10-16,Tampa Bay Buccaneers,Pittsburgh Steelers,Heinz Field,"Pittsburgh, PA",NFL,"(40.4416941, -79.9900861)",,,,,,,
334,2022-10-13,Temple,UCF,Bounce House,"Orlando, FL",FBS,"(28.5421109, -81.3790304)",2022-10-15,Tulane,South Florida,Raymond James Stadium,"Tampa, FL",FBS,"(27.9477595, -82.458444)",,,,,,,
335,2022-10-13,Temple,UCF,Bounce House,"Orlando, FL",FBS,"(28.5421109, -81.3790304)",2022-10-15,Jackson State,Bethune-Cookman,Daytona Stadium,"Daytona Beach, FL",FCS,"(29.2108147, -81.0228331)",,,,,,,
336,2022-10-14,Navy,SMU,Gerald J. Ford Stadium,"Dallas, TX",FBS,"(32.7762719, -96.7968559)",2022-10-15,Louisiana Tech,North Texas,Apogee Stadium,"Denton, TX",FBS,"(33.1838787, -97.1413417)",,,,,,,
337,2022-10-14,Navy,SMU,Gerald J. Ford Stadium,"Dallas, TX",FBS,"(32.7762719, -96.7968559)",2022-10-15,Oklahoma State,TCU,Amon G. Carter Stadium,"Fort Worth, TX",FBS,"(32.753177, -97.3327459)",,,,,,,
338,2022-10-14,Navy,SMU,Gerald J. Ford Stadium,"Dallas, TX",FBS,"(32.7762719, -96.7968559)",2022-10-15,McNeese,Texas A&M-Commerce,Memorial Stadium (Commerce TX),"Commerce, TX",FCS,"(33.2442615, -95.9006353)",,,,,,,
339,2022-10-15,Colgate,Army,Michie Stadium,"West Point, NY",FBS,"(41.38748, -73.964071)",2022-10-16,Baltimore Ravens,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
340,2022-10-15,Rice,Florida Atlantic,FAU Stadium,"Boca Raton, FL",FBS,"(26.3586885, -80.0830984)",2022-10-16,Minnesota Vikings,Miami Dolphins,Hard Rock Stadium,"Miami Gardens, FL",NFL,"(25.9420377, -80.2456045)",,,,,,,
341,2022-10-15,UTSA,Florida International,Riccardo Silva Stadium,"Miami, FL",FBS,"(25.7741728, -80.19362)",2022-10-16,Minnesota Vikings,Miami Dolphins,Hard Rock Stadium,"Miami Gardens, FL",NFL,"(25.9420377, -80.2456045)",,,,,,,
342,2022-10-15,Vanderbilt,Georgia,Sanford Stadium,"Athens, GA",FBS,"(33.9597677, -83.376398)",2022-10-16,San Francisco 49ers,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, GA",NFL,"(33.7489924, -84.3902644)",,,,,,,
343,2022-10-15,Arizona,Washington,Husky Stadium,"Seattle, WA",FBS,"(47.6038321, -122.3300624)",2022-10-16,Arizona Cardinals,Seattle Seahawks,Lumen Field,"Seattle, WA",NFL,"(47.6038321, -122.3300624)",,,,,,,
344,2022-10-15,UConn,Ball State,Scheumann Stadium,"Muncie, IN",FBS,"(40.1936892, -85.3865271)",2022-10-16,Jacksonville Jaguars,Indianapolis Colts,Lucas Oil Stadium,"Indianapolis, IN",NFL,"(39.7683331, -86.1583502)",,,,,,,
345,2022-10-15,Nebraska,Purdue,Ross-Ade Stadium,"West Lafayette, IN",FBS,"(40.4258686, -86.9080655)",2022-10-16,Jacksonville Jaguars,Indianapolis Colts,Lucas Oil Stadium,"Indianapolis, IN",NFL,"(39.7683331, -86.1583502)",,,,,,,
346,2022-10-15,Maryland,Indiana,"Memorial Stadium (Bloomington, IN)","Bloomington, IN",FBS,"(39.1670396, -86.5342881)",2022-10-16,Jacksonville Jaguars,Indianapolis Colts,Lucas Oil Stadium,"Indianapolis, IN",NFL,"(39.7683331, -86.1583502)",,,,,,,
347,2022-10-15,Central Michigan,Akron,InfoCision Stadium,"Akron, OH",FBS,"(41.083064, -81.518485)",2022-10-16,Tampa Bay Buccaneers,Pittsburgh Steelers,Heinz Field,"Pittsburgh, PA",NFL,"(40.4416941, -79.9900861)",,,,,,,
348,2022-10-15,Central Michigan,Akron,InfoCision Stadium,"Akron, OH",FBS,"(41.083064, -81.518485)",2022-10-16,New England Patriots,Cleveland Browns,FirstEnergy Stadium,"Cleveland, OH",NFL,"(41.4996562, -81.6936813)",,,,,,,
349,2022-10-15,Brown,Princeton,Powers Field at Princeton Stadium,"Princeton, NJ",FCS,"(40.34833555, -74.6684230570877)",2022-10-16,Dallas Cowboys,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
350,2022-10-15,Brown,Princeton,Powers Field at Princeton Stadium,"Princeton, NJ",FCS,"(40.34833555, -74.6684230570877)",2022-10-16,Baltimore Ravens,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
351,2022-10-15,Columbia,Pennsylvania,Franklin Field,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",2022-10-16,Dallas Cowboys,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
352,2022-10-15,Columbia,Pennsylvania,Franklin Field,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",2022-10-16,Baltimore Ravens,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
353,2022-10-15,Incarnate Word,Nicholls,John L. Guidry Stadium,"Thibodaux, LA",FCS,"(29.7957633, -90.822871)",2022-10-16,Cincinnati Bengals,New Orleans Saints,Caesars Superdome,"New Orleans, LA",NFL,"(29.9759983, -90.0782127)",,,,,,,
354,2022-10-15,Indiana State,Youngstown State,Stambaugh Stadium,"Youngstown, OH",FCS,"(41.1035786, -80.6520161)",2022-10-16,Tampa Bay Buccaneers,Pittsburgh Steelers,Heinz Field,"Pittsburgh, PA",NFL,"(40.4416941, -79.9900861)",,,,,,,
355,2022-10-15,Indiana State,Youngstown State,Stambaugh Stadium,"Youngstown, OH",FCS,"(41.1035786, -80.6520161)",2022-10-16,New England Patriots,Cleveland Browns,FirstEnergy Stadium,"Cleveland, OH",NFL,"(41.4996562, -81.6936813)",,,,,,,
356,2022-10-15,Central Arkansas,Kennesaw State,Fifth Third Bank Stadium,"Kennesaw, GA",FCS,"(34.0234337, -84.6154897)",2022-10-16,San Francisco 49ers,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, GA",NFL,"(33.7489924, -84.3902644)",,,,,,,
357,2022-10-15,Dayton,Marist,Tenney Stadium at Leonidoff Field,"Poughkeepsie, NY",FCS,"(41.7065539, -73.9283672)",2022-10-16,Baltimore Ravens,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
358,2022-10-15,Bucknell,Yale,Yale Bowl,"New Haven, CT",FCS,"(41.3082138, -72.9250518)",2022-10-16,Baltimore Ravens,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
359,2022-10-15,Stony Brook,Fordham,Jack Coffey Field,"Bronx, NY",FCS,"(40.8466508, -73.8785937)",2022-10-16,Dallas Cowboys,Philadelphia Eagles,Lincoln Financial Field,"Philadelphia, PA",NFL,"(39.9527237, -75.1635262)",,,,,,,
360,2022-10-15,Stony Brook,Fordham,Jack Coffey Field,"Bronx, NY",FCS,"(40.8466508, -73.8785937)",2022-10-16,Baltimore Ravens,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
361,2022-10-15,Alcorn State,Southern,A.W. Mumford Stadium,"Baton Rouge, LA",FCS,"(30.4459596, -91.18738)",2022-10-16,Cincinnati Bengals,New Orleans Saints,Caesars Superdome,"New Orleans, LA",NFL,"(29.9759983, -90.0782127)",,,,,,,
362,2022-10-15,St. Francis (PA),Long Island University,Bethpage Federal Credit Union Stadium,"Old Westbury, NY",FCS,"(40.7887113, -73.5995717)",2022-10-16,Baltimore Ravens,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
363,2022-10-15,Stonehill College,Sacred Heart,Campus Field,"Fairfield, CT",FCS,"(41.2943069, -73.37486)",2022-10-16,Baltimore Ravens,New York Giants,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
364,2022-10-15,East Tennessee State,Mercer,Five Star Stadium,"Macon, GA",FCS,"(32.8406946, -83.6324022)",2022-10-16,San Francisco 49ers,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, GA",NFL,"(33.7489924, -84.3902644)",,,,,,,
365,2022-10-16,Carolina Panthers,Los Angeles Rams,SoFi Stadium,"Inglewood, CA",NFL,"(33.9562003, -118.353132)",2022-10-17,Denver Broncos,Los Angeles Chargers,SoFi Stadium,"Inglewood, CA",NFL,"(33.9562003, -118.353132)",,,,,,,
366,2022-10-19,Georgia State,Appalachian State,Kidd Brewer Stadium,"Boone, NC",FBS,"(36.2165362, -81.6746158)",2022-10-22,Boston College,Wake Forest,Truist Field,"Winston-Salem, NC",FBS,"(36.0998131, -80.2440518)",,,,,,,
367,2022-10-19,Georgia State,Appalachian State,Kidd Brewer Stadium,"Boone, NC",FBS,"(36.2165362, -81.6746158)",2022-10-22,Boston College,Wake Forest,Truist Field,"Winston-Salem, NC",FBS,"(36.0998131, -80.2440518)",2022-10-23 00:00:00,Tampa Bay Buccaneers,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)"
368,2022-10-19,Georgia State,Appalachian State,Kidd Brewer Stadium,"Boone, NC",FBS,"(36.2165362, -81.6746158)",2022-10-22,Florida International,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",,,,,,,
369,2022-10-19,Georgia State,Appalachian State,Kidd Brewer Stadium,"Boone, NC",FBS,"(36.2165362, -81.6746158)",2022-10-22,Florida International,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",2022-10-23 00:00:00,Tampa Bay Buccaneers,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)"
370,2022-10-19,Georgia State,Appalachian State,Kidd Brewer Stadium,"Boone, NC",FBS,"(36.2165362, -81.6746158)",2022-10-22,Samford,East Tennessee State,William B. Greene Jr. Stadium,"Johnson City, TN",FCS,"(36.3134398, -82.3534728)",,,,,,,
371,2022-10-20,Virginia,Georgia Tech,Bobby Dodd Stadium,"Atlanta, GA",FBS,"(33.7489924, -84.3902644)",2022-10-22,Tennessee Tech,Kennesaw State,Fifth Third Bank Stadium,"Kennesaw, GA",FCS,"(34.0234337, -84.6154897)",,,,,,,
372,2022-10-20,Virginia,Georgia Tech,Bobby Dodd Stadium,"Atlanta, GA",FBS,"(33.7489924, -84.3902644)",2022-10-22,SE Louisiana,Jacksonville State,Burgess-Snow Field,"Jacksonville, AL",FCS,"(33.8137163, -85.7613476)",,,,,,,
373,2022-10-21,Tulsa,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-10-22,Rhode Island,Monmouth,Kessler Stadium,"West Long Branch, NJ",FCS,"(40.2903891, -74.0176381)",,,,,,,
374,2022-10-21,Tulsa,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-10-22,Morgan State,Delaware,Delaware Stadium,"Newark, DE",FCS,"(39.6775927, -75.7630866)",,,,,,,
375,2022-10-21,Tulsa,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-10-22,Morgan State,Delaware,Delaware Stadium,"Newark, DE",FCS,"(39.6775927, -75.7630866)",2022-10-23 00:00:00,Cleveland Browns,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)"
376,2022-10-21,Tulsa,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-10-22,Morgan State,Delaware,Delaware Stadium,"Newark, DE",FCS,"(39.6775927, -75.7630866)",2022-10-23 00:00:00,Green Bay Packers,Washington Commanders,FedExField,"Landover, MD",NFL,"(38.92531295, -76.88154330442846)"
377,2022-10-21,Tulsa,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-10-22,Holy Cross,Lafayette,Fisher Stadium,"Easton, PA",FCS,"(40.6916081, -75.2099866)",,,,,,,
378,2022-10-21,Tulsa,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-10-22,Albany,Villanova,Villanova Stadium,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",,,,,,,
379,2022-10-21,Tulsa,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-10-22,Albany,Villanova,Villanova Stadium,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",2022-10-23 00:00:00,Cleveland Browns,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)"
380,2022-10-21,Tulsa,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-10-22,William & Mary,Towson,Johnny Unitas Stadium,"Towson, MD",FCS,"(39.396459050000004, -76.61481481790992)",,,,,,,
381,2022-10-21,Tulsa,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-10-22,William & Mary,Towson,Johnny Unitas Stadium,"Towson, MD",FCS,"(39.396459050000004, -76.61481481790992)",2022-10-23 00:00:00,Cleveland Browns,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)"
382,2022-10-21,Tulsa,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-10-22,William & Mary,Towson,Johnny Unitas Stadium,"Towson, MD",FCS,"(39.396459050000004, -76.61481481790992)",2022-10-23 00:00:00,Green Bay Packers,Washington Commanders,FedExField,"Landover, MD",NFL,"(38.92531295, -76.88154330442846)"
383,2022-10-21,Tulsa,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-10-22,Long Island University,Wagner,Hameline Field at Wagner College Stadium,"Staten Island, NY",FCS,"(40.5834557, -74.1496048)",,,,,,,
384,2022-10-21,Tulsa,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-10-22,Dartmouth,Columbia,Lawrence A. Wien Stadium,"New York, NY",FCS,"(40.7127281, -74.0060152)",,,,,,,
385,2022-10-21,Tulsa,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-10-22,Indiana,Rutgers,SHI Stadium,"Piscataway, NJ",FBS,"(40.5462553, -74.4660408)",,,,,,,
386,2022-10-21,Tulsa,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-10-22,Yale,Pennsylvania,Franklin Field,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",,,,,,,
387,2022-10-21,Tulsa,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-10-22,Yale,Pennsylvania,Franklin Field,"Philadelphia, PA",FCS,"(39.9527237, -75.1635262)",2022-10-23 00:00:00,Cleveland Browns,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)"
388,2022-10-21,Tulsa,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-10-23,Cleveland Browns,Baltimore Ravens,M&T Bank Stadium,"Baltimore, MD",NFL,"(39.2908816, -76.610759)",,,,,,,
