,Date1,Away_Team1,Home_Team1,Stadium1,Location1,League1,Lat_Lon1,Date2,Away_Team2,Home_Team2,Stadium2,Location2,League2,Lat_Lon2,Date3,Away_Team3,Home_Team3,Stadium3,Location3,League3,Lat_Lon3
0,2022-09-01,Rhode Island,Stony Brook,Kenneth P. LaValle Stadium,"Stony Brook, NY",FCS,"(40.9087015, -73.13960360056436)",2022-09-03,Central Connecticut,UConn,Pratt & Whitney Stadium,"East Hartford, CT",FBS,"(41.7823216, -72.6120346)",,,,,,,
1,2022-09-01,Mars Hill,East Tennessee State,William B. Greene Jr. Stadium,"Johnson City, TN",FCS,"(36.3134398, -82.3534728)",2022-09-03,North Carolina,Appalachian State,Kidd Brewer Stadium,"Boone, NC",FBS,"(36.2165362, -81.6746158)",,,,,,,
2,2022-09-01,Kennesaw State,Samford,Seibert Stadium,"Birmingham, AL",FCS,"(33.5206824, -86.8024326)",2022-09-03,Utah State,Alabama,Bryant-Denny Stadium,"Tuscaloosa, AL",FBS,"(33.2095614, -87.5675258)",,,,,,,
3,2022-09-01,Mississippi Valley State,Tarleton,"Memorial Stadium (Stephenville, TX)","Stephenville, TX",FCS,"(32.2191836, -98.2130634)",2022-09-03,SMU,North Texas,Apogee Stadium,"Denton, TX",FBS,"(33.1838787, -97.1413417)",,,,,,,
4,2022-09-01,Mississippi Valley State,Tarleton,"Memorial Stadium (Stephenville, TX)","Stephenville, TX",FCS,"(32.2191836, -98.2130634)",2022-09-03,Albany,Baylor,McLane Stadium,"Waco, TX",FBS,"(31.549333, -97.1466695)",,,,,,,
5,2022-09-01,North Alabama,Indiana State,"Memorial Stadium (Terre Haute, IN)","Terre Haute, IN",FCS,"(39.4667025, -87.4139119)",2022-09-02,Illinois,Indiana,"Memorial Stadium (Bloomington, IN)","Bloomington, IN",FBS,"(39.1670396, -86.5342881)",,,,,,,
6,2022-09-01,North Alabama,Indiana State,"Memorial Stadium (Terre Haute, IN)","Terre Haute, IN",FCS,"(39.4667025, -87.4139119)",2022-09-02,Illinois,Indiana,"Memorial Stadium (Bloomington, IN)","Bloomington, IN",FBS,"(39.1670396, -86.5342881)",2022-09-03 00:00:00,St. Thomas University (Fl),Butler,Bud and Jackie Sellick Bowl,"Indianapolis, IN",FCS,"(39.7683331, -86.1583502)"
7,2022-09-01,The Citadel,Campbell,Barker-Lane Stadium,"Buies Creek, NC",FCS,"(35.412332500000005, -78.73665059608209)",2022-09-02,Temple,Duke,Wallace Wade Stadium,"Durham, NC",FBS,"(35.996653, -78.9018053)",,,,,,,
8,2022-09-01,The Citadel,Campbell,Barker-Lane Stadium,"Buies Creek, NC",FCS,"(35.412332500000005, -78.73665059608209)",2022-09-02,Temple,Duke,Wallace Wade Stadium,"Durham, NC",FBS,"(35.996653, -78.9018053)",2022-09-03 00:00:00,NC State,East Carolina,Dowdy-Ficklen Stadium,"Greenville, NC",FBS,"(35.613224, -77.3724593)"
9,2022-09-01,The Citadel,Campbell,Barker-Lane Stadium,"Buies Creek, NC",FCS,"(35.412332500000005, -78.73665059608209)",2022-09-03,NC State,East Carolina,Dowdy-Ficklen Stadium,"Greenville, NC",FBS,"(35.613224, -77.3724593)",,,,,,,
10,2022-09-01,Monmouth,New Hampshire,Wildcat Stadium (NH),"Durham, NH",FCS,"(43.134564, -70.927048)",2022-09-03,Rutgers,Boston College,"Alumni Stadium (Chestnut Hill, MA)","Chestnut Hill, MA",FBS,"(42.3306529, -71.1661647)",,,,,,,
11,2022-09-01,VMI,Wake Forest,Truist Field,"Winston-Salem, NC",FBS,"(36.0998131, -80.2440518)",2022-09-02,William & Mary,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",,,,,,,
12,2022-09-01,VMI,Wake Forest,Truist Field,"Winston-Salem, NC",FBS,"(36.0998131, -80.2440518)",2022-09-02,William & Mary,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",2022-09-03 00:00:00,Limestone,Gardner-Webb,Ernest W. Spangler Stadium,"Boiling Springs, NC",FCS,"(35.254292, -81.6670407)"
13,2022-09-01,VMI,Wake Forest,Truist Field,"Winston-Salem, NC",FBS,"(36.0998131, -80.2440518)",2022-09-02,William & Mary,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",2022-09-03 00:00:00,North Carolina Central,North Carolina A&T,Bank of America Stadium,"Charlotte, NC",FCS,"(35.2272086, -80.8430827)"
14,2022-09-01,VMI,Wake Forest,Truist Field,"Winston-Salem, NC",FBS,"(36.0998131, -80.2440518)",2022-09-02,William & Mary,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",2022-09-03 00:00:00,North Carolina,Appalachian State,Kidd Brewer Stadium,"Boone, NC",FBS,"(36.2165362, -81.6746158)"
15,2022-09-01,VMI,Wake Forest,Truist Field,"Winston-Salem, NC",FBS,"(36.0998131, -80.2440518)",2022-09-02,William & Mary,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",2022-09-03 00:00:00,Georgia State,South Carolina,Williams-Brice Stadium,"Columbia, SC",FBS,"(34.0007493, -81.0343313)"
16,2022-09-01,VMI,Wake Forest,Truist Field,"Winston-Salem, NC",FBS,"(36.0998131, -80.2440518)",2022-09-02,Temple,Duke,Wallace Wade Stadium,"Durham, NC",FBS,"(35.996653, -78.9018053)",,,,,,,
17,2022-09-01,VMI,Wake Forest,Truist Field,"Winston-Salem, NC",FBS,"(36.0998131, -80.2440518)",2022-09-02,Temple,Duke,Wallace Wade Stadium,"Durham, NC",FBS,"(35.996653, -78.9018053)",2022-09-03 00:00:00,NC State,East Carolina,Dowdy-Ficklen Stadium,"Greenville, NC",FBS,"(35.613224, -77.3724593)"
18,2022-09-01,VMI,Wake Forest,Truist Field,"Winston-Salem, NC",FBS,"(36.0998131, -80.2440518)",2022-09-03,North Carolina Central,North Carolina A&T,Bank of America Stadium,"Charlotte, NC",FCS,"(35.2272086, -80.8430827)",,,,,,,
19,2022-09-01,VMI,Wake Forest,Truist Field,"Winston-Salem, NC",FBS,"(36.0998131, -80.2440518)",2022-09-03,North Carolina,Appalachian State,Kidd Brewer Stadium,"Boone, NC",FBS,"(36.2165362, -81.6746158)",,,,,,,
20,2022-09-01,St. Francis (PA),Akron,InfoCision Stadium,"Akron, OH",FBS,"(41.083064, -81.518485)",2022-09-03,Dayton,Robert Morris,Joe Walton Stadium,"Moon Township, PA",FCS,"(40.5061, -80.2082)",,,,,,,
21,2022-09-01,St. Francis (PA),Akron,InfoCision Stadium,"Akron, OH",FBS,"(41.083064, -81.518485)",2022-09-03,Duquesne,Youngstown State,Stambaugh Stadium,"Youngstown, OH",FCS,"(41.1035786, -80.6520161)",,,,,,,
22,2022-09-01,West Virginia,Pittsburgh,Heinz Field,"Pittsburgh, PA",FBS,"(40.4416941, -79.9900861)",2022-09-03,Dayton,Robert Morris,Joe Walton Stadium,"Moon Township, PA",FCS,"(40.5061, -80.2082)",,,,,,,
23,2022-09-01,West Virginia,Pittsburgh,Heinz Field,"Pittsburgh, PA",FBS,"(40.4416941, -79.9900861)",2022-09-03,Duquesne,Youngstown State,Stambaugh Stadium,"Youngstown, OH",FCS,"(41.1035786, -80.6520161)",,,,,,,
24,2022-09-01,South Carolina State,UCF,Bounce House,"Orlando, FL",FBS,"(28.5421109, -81.3790304)",2022-09-03,Concordia College (MI),Stetson,Spec Martin Stadium,"Deland, FL",FCS,"(29.0283213, -81.3031098)",,,,,,,
25,2022-09-01,South Carolina State,UCF,Bounce House,"Orlando, FL",FBS,"(28.5421109, -81.3790304)",2022-09-03,BYU,South Florida,Raymond James Stadium,"Tampa, FL",FBS,"(27.9477595, -82.458444)",,,,,,,
26,2022-09-01,Central Michigan,Oklahoma State,Boone Pickens Stadium,"Stillwater, OK",FBS,"(36.1156306, -97.0585717)",2022-09-03,UTEP,Oklahoma,"Memorial Stadium (Norman, OK)","Norman, OK",FBS,"(35.2225717, -97.4394816)",,,,,,,
27,2022-09-01,Bryant,Florida International,Riccardo Silva Stadium,"Miami, FL",FBS,"(25.7741728, -80.19362)",2022-09-03,Bethune-Cookman,Miami,Hard Rock Stadium,"Miami Gardens, FL",FBS,"(25.9420377, -80.2456045)",,,,,,,
28,2022-09-01,Bryant,Florida International,Riccardo Silva Stadium,"Miami, FL",FBS,"(25.7741728, -80.19362)",2022-09-03,Bethune-Cookman,Miami,Hard Rock Stadium,"Miami Gardens, FL",FBS,"(25.9420377, -80.2456045)",2022-09-04 00:00:00,Florida A&M,Jackson State,Hard Rock Stadium,"Miami Gardens, FL",FCS,"(25.9420377, -80.2456045)"
29,2022-09-01,Bryant,Florida International,Riccardo Silva Stadium,"Miami, FL",FBS,"(25.7741728, -80.19362)",2022-09-04,Florida A&M,Jackson State,Hard Rock Stadium,"Miami Gardens, FL",FCS,"(25.9420377, -80.2456045)",,,,,,,
30,2022-09-01,Long Island University,Toledo,Glass Bowl,"Toledo, OH",FBS,"(41.6529143, -83.5378173)",2022-09-02,Western Michigan,Michigan State,Spartan Stadium,"East Lansing, MI",FBS,"(42.7320307, -84.4721678)",,,,,,,
31,2022-09-01,Long Island University,Toledo,Glass Bowl,"Toledo, OH",FBS,"(41.6529143, -83.5378173)",2022-09-02,Western Michigan,Michigan State,Spartan Stadium,"East Lansing, MI",FBS,"(42.7320307, -84.4721678)",2022-09-03 00:00:00,Colorado State,Michigan,Michigan Stadium,"Ann Arbor, MI",FBS,"(42.2681569, -83.7312291)"
32,2022-09-01,Long Island University,Toledo,Glass Bowl,"Toledo, OH",FBS,"(41.6529143, -83.5378173)",2022-09-02,Eastern Kentucky,Eastern Michigan,Rynearson Stadium,"Ypsilanti, MI",FBS,"(42.2410562, -83.613055)",,,,,,,
33,2022-09-01,Long Island University,Toledo,Glass Bowl,"Toledo, OH",FBS,"(41.6529143, -83.5378173)",2022-09-02,Eastern Kentucky,Eastern Michigan,Rynearson Stadium,"Ypsilanti, MI",FBS,"(42.2410562, -83.613055)",2022-09-03 00:00:00,Colorado State,Michigan,Michigan Stadium,"Ann Arbor, MI",FBS,"(42.2681569, -83.7312291)"
34,2022-09-01,Long Island University,Toledo,Glass Bowl,"Toledo, OH",FBS,"(41.6529143, -83.5378173)",2022-09-03,Colorado State,Michigan,Michigan Stadium,"Ann Arbor, MI",FBS,"(42.2681569, -83.7312291)",,,,,,,
35,2022-09-01,North Greenville,Furman,Paladin Stadium,"Greenville, SC",FCS,"(34.851354, -82.3984882)",2022-09-02,William & Mary,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",,,,,,,
36,2022-09-01,North Greenville,Furman,Paladin Stadium,"Greenville, SC",FCS,"(34.851354, -82.3984882)",2022-09-02,William & Mary,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",2022-09-03 00:00:00,Limestone,Gardner-Webb,Ernest W. Spangler Stadium,"Boiling Springs, NC",FCS,"(35.254292, -81.6670407)"
37,2022-09-01,North Greenville,Furman,Paladin Stadium,"Greenville, SC",FCS,"(34.851354, -82.3984882)",2022-09-02,William & Mary,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",2022-09-03 00:00:00,North Carolina Central,North Carolina A&T,Bank of America Stadium,"Charlotte, NC",FCS,"(35.2272086, -80.8430827)"
38,2022-09-01,North Greenville,Furman,Paladin Stadium,"Greenville, SC",FCS,"(34.851354, -82.3984882)",2022-09-02,William & Mary,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",2022-09-03 00:00:00,North Carolina,Appalachian State,Kidd Brewer Stadium,"Boone, NC",FBS,"(36.2165362, -81.6746158)"
39,2022-09-01,North Greenville,Furman,Paladin Stadium,"Greenville, SC",FCS,"(34.851354, -82.3984882)",2022-09-02,William & Mary,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",2022-09-03 00:00:00,Georgia State,South Carolina,Williams-Brice Stadium,"Columbia, SC",FBS,"(34.0007493, -81.0343313)"
40,2022-09-01,Penn State,Purdue,Ross-Ade Stadium,"West Lafayette, IN",FBS,"(40.4258686, -86.9080655)",2022-09-02,Illinois,Indiana,"Memorial Stadium (Bloomington, IN)","Bloomington, IN",FBS,"(39.1670396, -86.5342881)",,,,,,,
41,2022-09-01,Penn State,Purdue,Ross-Ade Stadium,"West Lafayette, IN",FBS,"(40.4258686, -86.9080655)",2022-09-02,Illinois,Indiana,"Memorial Stadium (Bloomington, IN)","Bloomington, IN",FBS,"(39.1670396, -86.5342881)",2022-09-03 00:00:00,St. Thomas University (Fl),Butler,Bud and Jackie Sellick Bowl,"Indianapolis, IN",FCS,"(39.7683331, -86.1583502)"
42,2022-09-01,Penn State,Purdue,Ross-Ade Stadium,"West Lafayette, IN",FBS,"(40.4258686, -86.9080655)",2022-09-03,Indiana Wesleyan,Valparaiso,Brown Field,"Valparaiso, IN",FCS,"(41.4730948, -87.0611412)",,,,,,,
43,2022-09-01,Penn State,Purdue,Ross-Ade Stadium,"West Lafayette, IN",FBS,"(40.4258686, -86.9080655)",2022-09-03,St. Thomas University (Fl),Butler,Bud and Jackie Sellick Bowl,"Indianapolis, IN",FCS,"(39.7683331, -86.1583502)",,,,,,,
44,2022-09-01,Eastern Illinois,Northern Illinois,Huskie Stadium,"DeKalb, IL",FBS,"(41.8903447, -88.7713953)",2022-09-03,Indiana Wesleyan,Valparaiso,Brown Field,"Valparaiso, IN",FCS,"(41.4730948, -87.0611412)",,,,,,,
45,2022-09-01,Eastern Illinois,Northern Illinois,Huskie Stadium,"DeKalb, IL",FBS,"(41.8903447, -88.7713953)",2022-09-03,Illinois State,Wisconsin,Camp Randall Stadium,"Madison, WI",FBS,"(43.074761, -89.3837613)",,,,,,,
46,2022-09-01,Alabama A&M,UAB,Protective Stadium,"Birmingham, AL",FBS,"(33.5206824, -86.8024326)",2022-09-03,Davidson,Jacksonville State,Burgess-Snow Field,"Jacksonville, AL",FCS,"(33.8137163, -85.7613476)",,,,,,,
47,2022-09-01,Alabama A&M,UAB,Protective Stadium,"Birmingham, AL",FBS,"(33.5206824, -86.8024326)",2022-09-03,Davidson,Jacksonville State,Burgess-Snow Field,"Jacksonville, AL",FCS,"(33.8137163, -85.7613476)",2022-09-05 00:00:00,Clemson,Georgia Tech,Mercedes-Benz Stadium,"Atlanta, GA",FBS,"(33.7489924, -84.3902644)"
48,2022-09-01,Alabama A&M,UAB,Protective Stadium,"Birmingham, AL",FBS,"(33.5206824, -86.8024326)",2022-09-03,Miles College,Alabama State,ASU Football Stadium,"Montgomery, AL",FCS,"(32.3669656, -86.3006485)",,,,,,,
49,2022-09-01,Alabama A&M,UAB,Protective Stadium,"Birmingham, AL",FBS,"(33.5206824, -86.8024326)",2022-09-03,Utah State,Alabama,Bryant-Denny Stadium,"Tuscaloosa, AL",FBS,"(33.2095614, -87.5675258)",,,,,,,
50,2022-09-02,Holy Cross,Merrimack,Duane Stadium,"North Andover, MA",FCS,"(42.6839894, -71.1127065)",2022-09-03,Rutgers,Boston College,"Alumni Stadium (Chestnut Hill, MA)","Chestnut Hill, MA",FBS,"(42.3306529, -71.1661647)",,,,,,,
51,2022-09-02,William & Mary,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",2022-09-03,Limestone,Gardner-Webb,Ernest W. Spangler Stadium,"Boiling Springs, NC",FCS,"(35.254292, -81.6670407)",,,,,,,
52,2022-09-02,William & Mary,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",2022-09-03,North Carolina Central,North Carolina A&T,Bank of America Stadium,"Charlotte, NC",FCS,"(35.2272086, -80.8430827)",,,,,,,
53,2022-09-02,William & Mary,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",2022-09-03,North Carolina,Appalachian State,Kidd Brewer Stadium,"Boone, NC",FBS,"(36.2165362, -81.6746158)",,,,,,,
54,2022-09-02,William & Mary,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",2022-09-03,Georgia State,South Carolina,Williams-Brice Stadium,"Columbia, SC",FBS,"(34.0007493, -81.0343313)",,,,,,,
55,2022-09-02,TCU,Colorado,Folsom Field,"Boulder, CO",FBS,"(40.0149856, -105.270545)",2022-09-03,Houston Baptist,Northern Colorado,Nottingham Field,"Greeley, CO",FCS,"(40.4233142, -104.7091322)",,,,,,,
56,2022-09-02,TCU,Colorado,Folsom Field,"Boulder, CO",FBS,"(40.0149856, -105.270545)",2022-09-03,Tulsa,Wyoming,Jonah Field at War Memorial Stadium,"Laramie, WY",FBS,"(41.311367, -105.591101)",,,,,,,
57,2022-09-02,Illinois,Indiana,"Memorial Stadium (Bloomington, IN)","Bloomington, IN",FBS,"(39.1670396, -86.5342881)",2022-09-03,St. Thomas University (Fl),Butler,Bud and Jackie Sellick Bowl,"Indianapolis, IN",FCS,"(39.7683331, -86.1583502)",,,,,,,
58,2022-09-02,Tennessee Tech,Kansas,David Booth Kansas Memorial Stadium,"Lawrence, KS",FBS,"(38.9719384, -95.2359496)",2022-09-03,South Dakota,Kansas State,Bill Snyder Family Stadium,"Manhattan, KS",FBS,"(39.1836082, -96.5716694)",,,,,,,
59,2022-09-02,Temple,Duke,Wallace Wade Stadium,"Durham, NC",FBS,"(35.996653, -78.9018053)",2022-09-03,NC State,East Carolina,Dowdy-Ficklen Stadium,"Greenville, NC",FBS,"(35.613224, -77.3724593)",,,,,,,
60,2022-09-02,Virginia Tech,Old Dominion,S.B. Ballard Stadium,"Norfolk, VA",FBS,"(36.8968052, -76.2602336)",2022-09-03,Howard,Hampton,Armstrong Stadium,"Hampton, VA",FCS,"(37.0300969, -76.3452057)",,,,,,,
61,2022-09-02,Western Michigan,Michigan State,Spartan Stadium,"East Lansing, MI",FBS,"(42.7320307, -84.4721678)",2022-09-03,Colorado State,Michigan,Michigan Stadium,"Ann Arbor, MI",FBS,"(42.2681569, -83.7312291)",,,,,,,
62,2022-09-02,Eastern Kentucky,Eastern Michigan,Rynearson Stadium,"Ypsilanti, MI",FBS,"(42.2410562, -83.613055)",2022-09-03,Colorado State,Michigan,Michigan Stadium,"Ann Arbor, MI",FBS,"(42.2681569, -83.7312291)",,,,,,,
63,2022-09-03,Davidson,Jacksonville State,Burgess-Snow Field,"Jacksonville, AL",FCS,"(33.8137163, -85.7613476)",2022-09-05,Clemson,Georgia Tech,Mercedes-Benz Stadium,"Atlanta, GA",FBS,"(33.7489924, -84.3902644)",,,,,,,
64,2022-09-03,Florida Memorial University,Southern,A.W. Mumford Stadium,"Baton Rouge, LA",FCS,"(30.4459596, -91.18738)",2022-09-04,Florida State,LSU,Caesars Superdome,"New Orleans, LA",FBS,"(29.9759983, -90.0782127)",,,,,,,
65,2022-09-03,Bethune-Cookman,Miami,Hard Rock Stadium,"Miami Gardens, FL",FBS,"(25.9420377, -80.2456045)",2022-09-04,Florida A&M,Jackson State,Hard Rock Stadium,"Miami Gardens, FL",FCS,"(25.9420377, -80.2456045)",,,,,,,
66,2022-09-03,Oregon,Georgia,Mercedes-Benz Stadium,"Atlanta, GA",FBS,"(33.7489924, -84.3902644)",2022-09-05,Clemson,Georgia Tech,Mercedes-Benz Stadium,"Atlanta, GA",FBS,"(33.7489924, -84.3902644)",,,,,,,
67,2022-09-03,UMass,Tulane,Yulman Stadium,"New Orleans, LA",FBS,"(29.9759983, -90.0782127)",2022-09-04,Florida State,LSU,Caesars Superdome,"New Orleans, LA",FBS,"(29.9759983, -90.0782127)",,,,,,,
68,2022-09-08,UT Martin,Missouri State,Plaster Stadium,"Springfield, MO",FCS,"(37.2166779, -93.2920373)",2022-09-10,South Carolina,Arkansas,Razorback Stadium,"Fayetteville, AR",FBS,"(36.0625843, -94.1574328)",,,,,,,
69,2022-09-08,Buffalo Bills,Los Angeles Rams,SoFi Stadium,"Inglewood, CA",NFL,"(33.9562003, -118.353132)",2022-09-10,Alabama State,UCLA,Rose Bowl,"Pasadena, CA",FBS,"(34.1476452, -118.1444779)",,,,,,,
70,2022-09-08,Buffalo Bills,Los Angeles Rams,SoFi Stadium,"Inglewood, CA",NFL,"(33.9562003, -118.353132)",2022-09-10,Alabama State,UCLA,Rose Bowl,"Pasadena, CA",FBS,"(34.1476452, -118.1444779)",2022-09-11 00:00:00,Las Vegas Raiders,Los Angeles Chargers,SoFi Stadium,"Inglewood, CA",NFL,"(33.9562003, -118.353132)"
71,2022-09-08,Buffalo Bills,Los Angeles Rams,SoFi Stadium,"Inglewood, CA",NFL,"(33.9562003, -118.353132)",2022-09-11,Las Vegas Raiders,Los Angeles Chargers,SoFi Stadium,"Inglewood, CA",NFL,"(33.9562003, -118.353132)",,,,,,,
72,2022-09-09,Louisville,UCF,Bounce House,"Orlando, FL",FBS,"(28.5421109, -81.3790304)",2022-09-10,South Carolina State,Bethune-Cookman,Daytona Stadium,"Daytona Beach, FL",FCS,"(29.2108147, -81.0228331)",,,,,,,
73,2022-09-09,Louisville,UCF,Bounce House,"Orlando, FL",FBS,"(28.5421109, -81.3790304)",2022-09-10,Louisiana Christian University,Stetson,Spec Martin Stadium,"Deland, FL",FCS,"(29.0283213, -81.3031098)",,,,,,,
74,2022-09-09,Louisville,UCF,Bounce House,"Orlando, FL",FBS,"(28.5421109, -81.3790304)",2022-09-10,Howard,South Florida,Raymond James Stadium,"Tampa, FL",FBS,"(27.9477595, -82.458444)",,,,,,,
75,2022-09-10,Kennesaw State,Cincinnati,Nippert Stadium,"Cincinnati, OH",FBS,"(39.1014537, -84.5124602)",2022-09-11,Pittsburgh Steelers,Cincinnati Bengals,Paul Brown Stadium,"Cincinnati, OH",NFL,"(39.1014537, -84.5124602)",,,,,,,
76,2022-09-10,Maryland,Charlotte,Jerry Richardson Stadium,"Charlotte, NC",FBS,"(35.2272086, -80.8430827)",2022-09-11,Cleveland Browns,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
77,2022-09-10,Samford,Georgia,Sanford Stadium,"Athens, GA",FBS,"(33.9597677, -83.376398)",2022-09-11,New Orleans Saints,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, GA",NFL,"(33.7489924, -84.3902644)",,,,,,,
78,2022-09-10,Portland State,Washington,Husky Stadium,"Seattle, WA",FBS,"(47.6038321, -122.3300624)",2022-09-12,Denver Broncos,Seattle Seahawks,Lumen Field,"Seattle, WA",NFL,"(47.6038321, -122.3300624)",,,,,,,
79,2022-09-10,Akron,Michigan State,Spartan Stadium,"East Lansing, MI",FBS,"(42.7320307, -84.4721678)",2022-09-11,Philadelphia Eagles,Detroit Lions,Ford Field,"Detroit, MI",NFL,"(42.3315509, -83.0466403)",,,,,,,
80,2022-09-10,Wagner,Rutgers,SHI Stadium,"Piscataway, NJ",FBS,"(40.5462553, -74.4660408)",2022-09-11,Baltimore Ravens,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
81,2022-09-10,Eastern Kentucky,Bowling Green,Doyt L. Perry Stadium,"Bowling Green, OH",FBS,"(41.3747744, -83.6513229)",2022-09-11,Philadelphia Eagles,Detroit Lions,Ford Field,"Detroit, MI",NFL,"(42.3315509, -83.0466403)",,,,,,,
82,2022-09-10,Alabama State,UCLA,Rose Bowl,"Pasadena, CA",FBS,"(34.1476452, -118.1444779)",2022-09-11,Las Vegas Raiders,Los Angeles Chargers,SoFi Stadium,"Inglewood, CA",NFL,"(33.9562003, -118.353132)",,,,,,,
83,2022-09-10,Robert Morris,Miami (OH),Yager Stadium,"Oxford, OH",FBS,"(39.5103048, -84.7420519)",2022-09-11,Pittsburgh Steelers,Cincinnati Bengals,Paul Brown Stadium,"Cincinnati, OH",NFL,"(39.1014537, -84.5124602)",,,,,,,
84,2022-09-10,Memphis,Navy,Navy-Marine Corps Memorial Stadium,"Annapolis, MD",FBS,"(38.9786401, -76.492786)",2022-09-11,Jacksonville Jaguars,Washington Commanders,FedExField,"Landover, MD",NFL,"(38.92531295, -76.88154330442846)",,,,,,,
85,2022-09-10,SE Louisiana,Florida Atlantic,FAU Stadium,"Boca Raton, FL",FBS,"(26.3586885, -80.0830984)",2022-09-11,New England Patriots,Miami Dolphins,Hard Rock Stadium,"Miami Gardens, FL",NFL,"(25.9420377, -80.2456045)",,,,,,,
86,2022-09-10,Lafayette,Temple,Lincoln Financial Field,"Philadelphia, PA",FBS,"(39.9527237, -75.1635262)",2022-09-11,Baltimore Ravens,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
87,2022-09-10,Wake Forest,Vanderbilt,Vanderbilt Stadium,"Nashville, TN",FBS,"(36.1622767, -86.7742984)",2022-09-11,New York Giants,Tennessee Titans,Nissan Stadium,"Nashville, TN",NFL,"(36.1622767, -86.7742984)",,,,,,,
88,2022-09-10,Western Illinois,Minnesota,Huntington Bank Stadium,"Minneapolis, MN",FBS,"(44.9772995, -93.2654692)",2022-09-11,Green Bay Packers,Minnesota Vikings,U.S. Bank Stadium,"Minneapolis, MN",NFL,"(44.9772995, -93.2654692)",,,,,,,
89,2022-09-10,Duke,Northwestern,Ryan Field,"Evanston, IL",FBS,"(42.0447388, -87.6930459)",2022-09-11,San Francisco 49ers,Chicago Bears,Soldier Field,"Chicago, IL",NFL,"(41.8755616, -87.6244212)",,,,,,,
90,2022-09-10,North Carolina,Georgia State,Center Parc Stadium,"Atlanta, GA",FBS,"(33.7489924, -84.3902644)",2022-09-11,New Orleans Saints,Atlanta Falcons,Mercedes-Benz Stadium,"Atlanta, GA",NFL,"(33.7489924, -84.3902644)",,,,,,,
91,2022-09-10,Southern Miss,Miami,Hard Rock Stadium,"Miami Gardens, FL",FBS,"(25.9420377, -80.2456045)",2022-09-11,New England Patriots,Miami Dolphins,Hard Rock Stadium,"Miami Gardens, FL",NFL,"(25.9420377, -80.2456045)",,,,,,,
92,2022-09-10,UTSA,Army,Michie Stadium,"West Point, NY",FBS,"(41.38748, -73.964071)",2022-09-11,Baltimore Ravens,New York Jets,MetLife Stadium,"East Rutherford, NJ",NFL,"(40.82046, -74.08307621723368)",,,,,,,
93,2022-09-10,Western Michigan,Ball State,Scheumann Stadium,"Muncie, IN",FBS,"(40.1936892, -85.3865271)",2022-09-11,Pittsburgh Steelers,Cincinnati Bengals,Paul Brown Stadium,"Cincinnati, OH",NFL,"(39.1014537, -84.5124602)",,,,,,,
94,2022-09-10,Marshall,Notre Dame,Notre Dame Stadium,"Notre Dame, IN",FBS,"(41.704567749999995, -86.23822026017265)",2022-09-11,San Francisco 49ers,Chicago Bears,Soldier Field,"Chicago, IL",NFL,"(41.8755616, -87.6244212)",,,,,,,
95,2022-09-10,Appalachian State,Texas A&M,Kyle Field,"College Station, TX",FBS,"(30.5955289, -96.3071042)",2022-09-11,Indianapolis Colts,Houston Texans,NRG Stadium,"Houston, TX",NFL,"(29.7589382, -95.3676974)",,,,,,,
96,2022-09-10,Lehigh,Georgetown,Cooper Field,"Washington, DC",FCS,"(38.8950368, -77.0365427)",2022-09-11,Jacksonville Jaguars,Washington Commanders,FedExField,"Landover, MD",NFL,"(38.92531295, -76.88154330442846)",,,,,,,
97,2022-09-10,Elon,Wofford,Gibbs Stadium,"Spartanburg, SC",FCS,"(34.9498007, -81.9320157)",2022-09-11,Cleveland Browns,Carolina Panthers,Bank of America Stadium,"Charlotte, NC",NFL,"(35.2272086, -80.8430827)",,,,,,,
